6i9a_protein_B	6i9a_protein_B
6i9a_protein_B	6i9a_protein_A
6ia7_protein_B	6ia7_protein_B
6ia7_protein_B	6iae_protein_A
6ia7_protein_B	6ia7_protein_A
6ia7_protein_B	6iae_protein_B
6iam_protein_C	6iam_protein_C
6ibk_protein_A	6ibk_protein_A
6ibk_protein_A	3gxt_protein_A
6ibk_protein_A	3gxt_protein_B
6ibk_protein_A	3s5y_protein_A
6ibk_protein_A	3s5y_protein_B
6ibk_protein_A	3tv8_protein_A
6ibk_protein_A	3tv8_protein_B
6ibk_protein_A	4nxs_protein_A
6ibk_protein_A	4nxs_protein_B
6ibk_protein_A	6ibk_protein_B
6ibl_protein_A	6ibl_protein_A
6ibl_protein_A	6ibl_protein_B
6ift_protein_A	6ift_protein_A
6iht_protein_A	6iht_protein_A
6iin_protein_B	6iin_protein_B
6iin_protein_B	6iil_protein_A
6iin_protein_B	6iin_protein_A
6iin_protein_B	6iik_protein_A
6iin_protein_B	6iik_protein_B
6iin_protein_B	6iil_protein_B
6iiu_protein_A	6iiu_protein_A
6iiu_protein_A	6iiv_protein
6ijl_protein_A	6ijl_protein_A
6ijl_protein_A	5ccl_protein_A
6ijl_protein_A	5ccm_protein_A
6ijl_protein_A	5hi7_protein_A
6ijl_protein_A	5v37_protein_A
6ijl_protein_A	5yjo_protein_A
6ilq_protein_B	6ilq_protein_B
6ior_protein_D	6ior_protein_D
6ior_protein_D	6ior_protein_A
6ior_protein_D	6ior_protein_B
6ior_protein_D	6ior_protein_C
6ior_protein_D	6ios_protein_A
6ior_protein_D	6iot_protein_A
6ior_protein_D	6iot_protein_B
6ior_protein_D	6iot_protein_C
6ior_protein_D	6iot_protein_D
6ior_protein_D	6iou_protein_A
6ior_protein_D	6iou_protein_B
6iql_protein_A	6iql_protein_A
6iql_protein_A	6iql_protein_B
6iql_protein_A	5zkb_protein
6iql_protein_A	5yc8_protein_A
6iql_protein_A	5zk3_protein_A
6iql_protein_A	5zk8_protein_A
6iql_protein_A	5zkc_protein_A
6irt_protein_A	6irt_protein_A
6irt_protein_B	6irt_protein_B
6iyw_protein_C	6iyw_protein_C
6iyw_protein_C	6iyv_protein_B
6iyw_protein_C	6iyv_protein_A
6iyw_protein_C	6iyw_protein_A
6iyw_protein_C	6iyw_protein_B
6iyw_protein_C	6iyw_protein_D
6iyw_protein_C	6iyw_protein_E
6iyw_protein_C	6iyw_protein_F
6j63_protein_B	6j63_protein_B
6j63_protein_B	1tfz_protein_A
6j63_protein_B	1tg5_protein_A
6j63_protein_B	5ywg_protein_A
6j63_protein_B	5ywg_protein_B
6j63_protein_B	5yy6_protein_A
6j63_protein_B	6isd_protein_A
6j63_protein_B	6isd_protein_B
6j63_protein_B	6j63_protein_A
6j63_protein_B	6j63_protein_C
6j63_protein_B	6j63_protein_D
6j72_protein_A	6j72_protein_A
6j7e_protein_A	6j7e_protein_A
6j7e_protein_A	6jdi_protein_A
6j7e_protein_A	6jdl_protein_A
6j7l_protein_A	6j7l_protein_A
6jao_protein_A	6jao_protein_A
6jao_protein_A	6j9w_protein_A
6jao_protein_A	6j9y_protein_A
6jao_protein_A	6jad_protein_A
6jao_protein_A	6jag_protein_A
6jao_protein_A	6jam_protein_A
6jao_protein_A	6jan_protein_A
6jao_protein_A	6jap_protein_A
6jao_protein_A	6jaq_protein_A
6jao_protein_A	6jb0_protein_A
6jao_protein_A	6jb4_protein_A
6jao_protein_A	6jbb_protein_A
6jao_protein_A	6jbe_protein_A
6jax_protein_A	6jax_protein_A
6jax_protein_A	6jav_protein_A
6jax_protein_A	6jaw_protein_A
6jax_protein_A	6jay_protein_A
6jid_protein_B	6jid_protein_B
6jid_protein_B	6jib_protein_A
6jid_protein_B	6jib_protein_B
6jid_protein_B	6jid_protein_A
6jij_protein_A	6jij_protein_A
6jij_protein_A	6jij_protein_B
6jij_protein_A	4rsp_protein_C
6jij_protein_A	4rsp_protein_A
6jij_protein_A	4yog_protein_A
6jij_protein_A	4yog_protein_B
6jij_protein_A	4yoi_protein_A
6jij_protein_A	4yoi_protein_B
6jij_protein_A	4yoj_protein_A
6jij_protein_A	4yoj_protein_B
6jij_protein_A	5wkl_protein_A
6jij_protein_A	5wkm_protein_A
6jij_protein_A	2gz8_protein_A
6jij_protein_A	2alv_protein_A
6jij_protein_A	2alv_protein_B
6jij_protein_A	2gz7_protein_A
6jij_protein_A	2gz8_protein_B
6jij_protein_A	2hob_protein_A
6jij_protein_A	2hob_protein_C
6jij_protein_A	2op9_protein_A
6jij_protein_A	2op9_protein_B
6jij_protein_A	2qiq_protein_A
6jij_protein_A	2qiq_protein_B
6jij_protein_A	2v6n_protein_A
6jij_protein_A	2vj1_protein_A
6jij_protein_A	2vj1_protein_B
6jij_protein_A	2z94_protein_A
6jij_protein_A	2z9g_protein_A
6jij_protein_A	2zu4_protein_A
6jij_protein_A	2zu4_protein_B
6jij_protein_A	2zu5_protein_A
6jij_protein_A	2zu5_protein_B
6jij_protein_A	3atw_protein_A
6jij_protein_A	3atw_protein_B
6jij_protein_A	3avz_protein_A
6jij_protein_A	3aw0_protein_A
6jij_protein_A	3aw0_protein_C
6jij_protein_A	3d62_protein_A
6jij_protein_A	3sn8_protein_A
6jij_protein_A	3sn8_protein_B
6jij_protein_A	3sna_protein_A
6jij_protein_A	3sna_protein_B
6jij_protein_A	3snb_protein_A
6jij_protein_A	3snb_protein_B
6jij_protein_A	3snc_protein_A
6jij_protein_A	3snc_protein_B
6jij_protein_A	3v3m_protein_A
6jij_protein_A	3v3m_protein_B
6jij_protein_A	3vb4_protein_A
6jij_protein_A	3vb4_protein_B
6jij_protein_A	3vb5_protein_A
6jij_protein_A	3vb5_protein_B
6jij_protein_A	3vb6_protein_A
6jij_protein_A	3vb6_protein_B
6jij_protein_A	3vb7_protein_A
6jij_protein_A	3vb7_protein_B
6jij_protein_A	4mds_protein_A
6jij_protein_A	4mds_protein_B
6jij_protein_A	4tww_protein_A
6jij_protein_A	4tww_protein_B
6jij_protein_A	4twy_protein_A
6jij_protein_A	4twy_protein_B
6jij_protein_A	4wy3_protein_A
6jjz_protein_A	6jjz_protein_A
6jjz_protein_A	6jjz_protein_B
6jmf_protein_A	6jmf_protein_A
6jmf_protein_A	4e93_protein_A
6jon_protein_A	6jon_protein_A
6k05_protein_C	6k05_protein_C
6k05_protein_C	6k05_protein_A
6k1q_protein_A	6k1q_protein_A
6k2n_protein_F	6k2n_protein_F
6k2n_protein_F	6k2n_protein_A
6k2n_protein_F	6k2n_protein_B
6k2n_protein_F	6k2n_protein_C
6k2n_protein_F	6k2n_protein_D
6k2n_protein_F	6k2n_protein_E
6k4r_protein_B	6k4r_protein_B
6k4r_protein_B	6k4r_protein_A
6k4r_protein_C	6k4r_protein_C
6k4r_protein_D	6k4r_protein_D
6k4x_protein_A	6k4x_protein_A
6k4x_protein_A	6k4t_protein_A
6k5t_protein	6k5t_protein
6k5t_protein	2las_protein
6kjf_protein_B	6kjf_protein_B
6kjf_protein_B	6kjd_protein_B
6kjf_protein_B	6kjd_protein_A
6kjf_protein_B	6kjf_protein_A
6klk_protein_B	6klk_protein_B
6klk_protein_B	6klk_protein_A
6kmj_protein_A	6kmj_protein_A
6knh_protein_B	6knh_protein_B
6knh_protein_B	6knh_protein_A
6knh_protein_B	6knh_protein_C
6kzd_protein_A	6kzd_protein_A
6kzd_protein_A	6kzc_protein_A
6kzd_protein_A	4at4_protein_A
6kzd_protein_A	4at3_protein_A
6kzd_protein_A	4at5_protein_A
6kzd_protein_A	3v5q_protein_A
6kzd_protein_A	3v5q_protein_B
6kzd_protein_A	4ymj_protein_A
6kzd_protein_A	4ymj_protein_B
6kzd_protein_A	5h3q_protein_A
6kzd_protein_A	4pmm_protein_A
6kzd_protein_A	4pmp_protein_A
6kzd_protein_A	4pms_protein_A
6kzd_protein_A	4pmt_protein_A
6kzd_protein_A	4yne_protein_A
6kzd_protein_A	4yps_protein_A
6kzd_protein_A	5wr7_protein_A
6kzd_protein_A	6dkb_protein_A
6kzd_protein_A	6dkg_protein_A
6kzd_protein_A	6dki_protein_A
6kzd_protein_A	6j5l_protein_A
6kzd_protein_A	6npt_protein_A
6kzd_protein_A	6nsp_protein_A
6kzd_protein_A	6nss_protein_A
6kzd_protein_A	6pl1_protein_A
6kzd_protein_A	6pl2_protein_A
6kzd_protein_A	6pl3_protein_A
6m8b_protein_A	6m8b_protein_A
6m8b_protein_A	6m88_protein_A
6m8b_protein_A	6m89_protein_A
6m8b_protein_A	6m8a_protein_A
6m8b_protein_A	6m8c_protein_A
6m8b_protein_A	6m8d_protein_A
6m8b_protein_A	6m8e_protein_A
6m8q_protein_A	6m8q_protein_A
6m8q_protein_A	6m8q_protein_B
6m9f_protein_A	6m9f_protein_A
6m9f_protein_A	6m8w_protein_A
6m9f_protein_A	6m8y_protein_A
6m9f_protein_A	6m9c_protein_A
6m9f_protein_A	6m9d_protein_A
6ma1_protein_B	6ma1_protein_B
6ma2_protein_B	6ma2_protein_B
6ma3_protein_B	6ma3_protein_B
6ma4_protein_B	6ma4_protein_B
6ma5_protein_B	6ma5_protein_B
6maj_protein_B	6maj_protein_B
6max_protein_A	6max_protein_A
6mck_protein_B	6mck_protein_B
6mck_protein_B	6mck_protein_A
6md7_protein_B	6md7_protein_B
6md7_protein_B	6mdd_protein_A
6md7_protein_B	6bmv_protein_A
6md7_protein_B	6bmx_protein_A
6md7_protein_B	6mdb_protein_B
6md7_protein_B	5ehp_protein_A
6md7_protein_B	5ehp_protein_B
6md7_protein_B	5ehr_protein_A
6md7_protein_B	5ehr_protein_B
6md7_protein_B	5xzr_protein_A
6md7_protein_B	6bmr_protein_A
6md7_protein_B	6bmr_protein_B
6md7_protein_B	6bmv_protein_B
6md7_protein_B	6bmx_protein_B
6md7_protein_B	6cmr_protein_A
6md7_protein_B	6cms_protein_A
6md7_protein_B	6md7_protein_A
6md7_protein_B	6mdb_protein_A
6md7_protein_B	6mdc_protein_A
6md7_protein_B	6mdc_protein_B
6md7_protein_B	6mdd_protein_B
6mhb_protein_B	6mhb_protein_B
6mhb_protein_B	4yqm_protein_A
6mhb_protein_B	4yqm_protein_B
6mhb_protein_B	4yqm_protein_C
6mhb_protein_B	4yqu_protein_A
6mhb_protein_B	4yqu_protein_B
6mhb_protein_B	4yqv_protein_A
6mhb_protein_B	4yqv_protein_B
6mhb_protein_B	4yqv_protein_C
6mhb_protein_B	6mhb_protein_A
6mhb_protein_B	6mhb_protein_C
6mhb_protein_B	6mhb_protein_D
6mhb_protein_B	6mhb_protein_E
6mhb_protein_B	6mhb_protein_F
6mhb_protein_B	6mhc_protein_A
6mhb_protein_B	6mhc_protein_B
6mhb_protein_B	6mhd_protein_A
6mhb_protein_B	6mhd_protein_B
6mhb_protein_B	6pnm_protein_A
6mhb_protein_B	6pnn_protein_A
6mhb_protein_B	6pno_protein_A
6mhm_protein_C	6mhm_protein_C
6mhm_protein_C	6mhm_protein_A
6mhm_protein_D	6mhm_protein_D
6mhm_protein_D	6mhm_protein_B
6mi6_protein_D	6mi6_protein_D
6mi6_protein_D	1i5d_protein_A
6mi6_protein_D	6mi6_protein_A
6mi6_protein_D	6mi6_protein_B
6mi6_protein_D	6mi6_protein_C
6min_protein_A	6min_protein_A
6min_protein_A	5d7e_protein_A
6min_protein_A	5iok_protein_A
6min_protein_A	6miq_protein_A
6mj7_protein_A	6mj7_protein_A
6mjf_protein_F	6mjf_protein_F
6mjf_protein_F	6mjf_protein_A
6mjf_protein_F	6mjf_protein_B
6mjf_protein_F	6mjf_protein_C
6mjf_protein_F	6mjf_protein_D
6mjf_protein_F	6mjf_protein_E
6mjw_protein_A	6mjw_protein_A
6mjw_protein_A	6mju_protein_A
6mjw_protein_A	5vdu_protein_A
6mjw_protein_A	5v8o_protein_A
6mjw_protein_A	5v8o_protein_B
6mjw_protein_A	5vdp_protein_A
6mjw_protein_A	5vdp_protein_B
6mjw_protein_A	5vdq_protein_A
6mjw_protein_A	5vdq_protein_B
6mjw_protein_A	5vdt_protein_A
6mjw_protein_A	5vdt_protein_B
6mjw_protein_A	5vdu_protein_B
6mjw_protein_A	5vdv_protein_A
6mjw_protein_A	5vdv_protein_B
6mjw_protein_A	5vdw_protein_A
6mjw_protein_A	5vdw_protein_B
6mjw_protein_A	6nao_protein_A
6mjw_protein_A	6nao_protein_B
6mjw_protein_A	6nfg_protein_A
6mjw_protein_A	6nfg_protein_B
6mjw_protein_A	6nfo_protein_A
6mjw_protein_A	6nfo_protein_B
6mkq_protein_A	6mkq_protein_A
6mkq_protein_A	6d18_protein_A
6mkq_protein_A	5eec_protein_A
6mkq_protein_A	5eec_protein_B
6mkq_protein_A	5ll7_protein_A
6mkq_protein_A	5mgi_protein_A
6mkq_protein_A	6b1f_protein_A
6mkq_protein_A	6b1f_protein_B
6mkq_protein_A	6b1h_protein_A
6mkq_protein_A	6b1h_protein_B
6mkq_protein_A	6b1j_protein_A
6mkq_protein_A	6b1j_protein_B
6mkq_protein_A	6b1w_protein_A
6mkq_protein_A	6b1w_protein_B
6mkq_protein_A	6b1x_protein_A
6mkq_protein_A	6b1x_protein_B
6mkq_protein_A	6b1y_protein_A
6mkq_protein_A	6b1y_protein_B
6mkq_protein_A	6d15_protein_A
6mkq_protein_A	6d16_protein_A
6mkq_protein_A	6d17_protein_A
6mkq_protein_A	6d19_protein_A
6mkq_protein_A	6j8q_protein_A
6mkq_protein_A	6j8q_protein_B
6mkq_protein_A	6j8q_protein_C
6mkq_protein_A	6j8q_protein_D
6mkq_protein_A	6jn3_protein_A
6mkq_protein_A	6jn3_protein_B
6mkq_protein_A	6jn3_protein_C
6mkq_protein_A	6jn3_protein_D
6mkq_protein_A	6jn4_protein_A
6mkq_protein_A	6jn4_protein_B
6mkq_protein_A	6jn4_protein_C
6mkq_protein_A	6jn4_protein_D
6mkq_protein_A	6jn5_protein_A
6mkq_protein_A	6jn5_protein_B
6mkq_protein_A	6jn5_protein_C
6mkq_protein_A	6jn5_protein_D
6mkq_protein_A	6m7i_protein_A
6mkq_protein_A	6mey_protein_A
